#time[s],LED1,LED2,LED3,LED4,LED5,LED6,LED7,LED8,LED9,LED10
0.84,84,0,0,0,0,0,0,0,0,0
0.85,85,0,0,0,0,0,0,0,0,0
0.86,86,0,0,0,0,0,0,0,0,0
0.87,87,0,0,0,0,0,0,0,0,0
0.88,88,0,0,0,0,0,0,0,0,0
0.89,89,0,0,0,0,0,0,0,0,0
0.9,90,0,0,0,0,0,0,0,0,0
0.91,91,0,0,0,0,0,0,0,0,0
0.92,92,0,0,0,0,0,0,0,0,0
0.93,93,0,0,0,0,0,0,0,0,0
0.94,94,0,0,0,0,0,0,0,0,0
0.95,95,0,0,0,0,0,0,0,0,0
0.96,96,0,0,0,0,0,0,0,0,0
0.97,97,0,0,0,0,0,0,0,0,0
0.98,98,0,0,0,0,0,0,0,0,0
0.99,99,0,0,0,0,0,0,0,0,0
1,100,0,0,0,0,0,0,0,0,0
1.01,100,0,0,0,0,0,0,0,0,0
1.02,100,0,0,0,0,0,0,0,0,0
1.03,100,0,0,0,0,0,0,0,0,0
1.04,100,0,0,0,0,0,0,0,0,0
1.05,100,0,0,0,0,0,0,0,0,0
1.06,100,0,0,0,0,0,0,0,0,0
1.07,100,0,0,0,0,0,0,0,0,0
1.08,100,0,0,0,0,0,0,0,0,0
1.09,100,0,0,0,0,0,0,0,0,0
1.1,100,0,0,0,0,0,0,0,0,0
1.11,100,0,0,0,0,0,0,0,0,0
1.12,100,0,0,0,0,0,0,0,0,0
1.13,100,0,0,0,0,0,0,0,0,0
1.14,100,0,0,0,0,0,0,0,0,0
1.15,100,0,0,0,0,0,0,0,0,0
1.16,100,0,0,0,0,0,0,0,0,0
1.17,100,0,0,0,0,0,0,0,0,0
1.18,100,0,0,0,0,0,0,0,0,0
1.19,100,0,0,0,0,0,0,0,0,0
1.2,100,0,0,0,0,0,0,0,0,0
1.21,100,0,0,0,0,0,0,0,0,0
1.22,100,0,0,0,0,0,0,0,0,0
1.23,100,0,0,0,0,0,0,0,0,0
1.24,100,0,0,0,0,0,0,0,0,0
1.25,100,0,0,0,0,0,0,0,0,0
1.26,100,0,0,0,0,0,0,0,0,0
1.27,100,0,0,0,0,0,0,0,0,0
1.28,100,0,0,0,0,0,0,0,0,0
1.29,100,0,0,0,0,0,0,0,0,0
1.3,100,0,0,0,0,0,0,0,0,0
1.31,100,0,0,0,0,0,0,0,0,0
1.32,100,0,0,0,0,0,0,0,0,0
1.33,100,0,0,0,0,0,0,0,0,0
1.34,100,0,0,0,0,0,0,0,0,0
1.35,100,0,0,0,0,0,0,0,0,0
1.36,100,0,0,0,0,0,0,0,0,0
1.37,100,0,0,0,0,0,0,0,0,0
1.38,100,0,0,0,0,0,0,0,0,0
1.39,100,0,0,0,0,0,0,0,0,0
1.4,100,0,0,0,0,0,0,0,0,0
1.41,100,0,0,0,0,0,0,0,0,0
1.42,100,0,0,0,0,0,0,0,0,0
1.43,100,0,0,0,0,0,0,0,0,0
1.44,100,0,0,0,0,0,0,0,0,0
1.45,100,0,0,0,0,0,0,0,0,0
1.46,100,0,0,0,0,0,0,0,0,0
1.47,100,0,0,0,0,0,0,0,0,0
1.48,100,0,0,0,0,0,0,0,0,0
1.49,100,0,0,0,0,0,0,0,0,0
1.5,100,0,0,0,0,0,0,0,0,0
1.51,100,0,0,0,0,0,0,0,0,0
1.52,100,0,0,0,0,0,0,0,0,0
1.53,100,0,0,0,0,0,0,0,0,0
1.54,100,0,0,0,0,0,0,0,0,0
1.55,100,0,0,0,0,0,0,0,0,0
1.56,100,0,0,0,0,0,0,0,0,0
1.57,100,0,0,0,0,0,0,0,0,0
1.58,100,0,0,0,0,0,0,0,0,0
1.59,100,0,0,0,0,0,0,0,0,0
1.6,100,0,0,0,0,0,0,0,0,0
1.61,100,0,0,0,0,0,0,0,0,0
1.62,100,0,0,0,0,0,0,0,0,0
1.63,100,0,0,0,0,0,0,0,0,0
1.64,100,0,0,0,0,0,0,0,0,0
1.65,100,0,0,0,0,0,0,0,0,0
1.66,100,0,0,0,0,0,0,0,0,0
1.67,100,0,0,0,0,0,0,0,0,0
1.68,100,0,0,0,0,0,0,0,0,0
1.69,100,0,0,0,0,0,0,0,0,0
1.7,100,0,0,0,0,0,0,0,0,0
1.71,100,0,0,0,0,0,0,0,0,0
1.72,100,0,0,0,0,0,0,0,0,0
1.73,100,0,0,0,0,0,0,0,0,0
1.74,100,0,0,0,0,0,0,0,0,0
1.75,100,0,0,0,0,0,0,0,0,0
1.76,100,0,0,0,0,0,0,0,0,0
1.77,100,0,0,0,0,0,0,0,0,0
1.78,100,0,0,0,0,0,0,0,0,0
1.79,100,0,0,0,0,0,0,0,0,0
1.8,100,0,0,0,0,0,0,0,0,0
1.81,100,0,0,0,0,0,0,0,0,0
1.82,100,0,0,0,0,0,0,0,0,0
1.83,100,0,0,0,0,0,0,0,0,0
1.84,100,0,0,0,0,0,0,0,0,0
1.85,100,0,0,0,0,0,0,0,0,0
1.86,100,0,0,0,0,0,0,0,0,0
1.87,100,0,0,0,0,0,0,0,0,0
1.88,100,0,0,0,0,0,0,0,0,0
1.89,100,0,0,0,0,0,0,0,0,0
1.9,100,0,0,0,0,0,0,0,0,0
1.91,100,0,0,0,0,0,0,0,0,0
1.92,100,0,0,0,0,0,0,0,0,0
1.93,100,0,0,0,0,0,0,0,0,0
1.94,100,0,0,0,0,0,0,0,0,0
1.95,100,0,0,0,0,0,0,0,0,0
1.96,100,0,0,0,0,0,0,0,0,0
1.97,100,0,0,0,0,0,0,0,0,0
1.98,100,0,0,0,0,0,0,0,0,0
1.99,100,0,0,0,0,0,0,0,0,0
2,100,0,0,0,0,0,0,0,0,0
2.01,99,0,0,0,0,0,0,0,0,0
2.02,98,0,0,0,0,0,0,0,0,0
2.03,97,0,0,0,0,0,0,0,0,0
2.04,96,0,0,0,0,0,0,0,0,0
2.05,95,0,0,0,0,0,0,0,0,0
2.06,94,0,0,0,0,0,0,0,0,0
2.07,93,0,0,0,0,0,0,0,0,0
2.08,92,0,0,0,0,0,0,0,0,0
2.09,91,0,0,0,0,0,0,0,0,0
2.1,90,0,0,0,0,0,0,0,0,0
2.11,89,0,0,0,0,0,0,0,0,0
2.12,88,0,0,0,0,0,0,0,0,0
2.13,87,0,0,0,0,0,0,0,0,0
2.14,86,0,0,0,0,0,0,0,0,0
2.15,85,0,0,0,0,0,0,0,0,0
2.16,84,0,0,0,0,0,0,0,0,0
2.17,83,0,0,0,0,0,0,0,0,0
2.18,82,0,0,0,0,0,0,0,0,0
2.19,81,0,0,0,0,0,0,0,0,0
2.2,80,0,0,0,0,0,0,0,0,0
2.21,79,0,0,0,0,0,0,0,0,0
2.22,78,0,0,0,0,0,0,0,0,0
2.23,77,0,0,0,0,0,0,0,0,0
2.24,76,0,0,0,0,0,0,0,0,0
2.25,75,0,0,0,0,0,0,0,0,0
2.26,74,0,0,0,0,0,0,0,0,0
2.27,73,0,0,0,0,0,0,0,0,0
2.28,72,0,0,0,0,0,0,0,0,0
2.29,71,0,0,0,0,0,0,0,0,0
2.3,70,0,0,0,0,0,0,0,0,0
2.31,69,0,0,0,0,0,0,0,0,0
2.32,68,0,0,0,0,0,0,0,0,0
2.33,67,0,0,0,0,0,0,0,0,0
2.34,66,0,0,0,0,0,0,0,0,0
2.35,65,0,0,0,0,0,0,0,0,0
2.36,64,0,0,0,0,0,0,0,0,0
2.37,63,0,0,0,0,0,0,0,0,0
2.38,62,0,0,0,0,0,0,0,0,0
2.39,61,0,0,0,0,0,0,0,0,0
2.4,60,0,0,0,0,0,0,0,0,0
2.41,59,0,0,0,0,0,0,0,0,0
2.42,58,0,0,0,0,0,0,0,0,0
2.43,57,0,0,0,0,0,0,0,0,0
2.44,56,0,0,0,0,0,0,0,0,0
2.45,55,0,0,0,0,0,0,0,0,0
2.46,54,0,0,0,0,0,0,0,0,0
2.47,53,0,0,0,0,0,0,0,0,0
2.48,52,0,0,0,0,0,0,0,0,0
2.49,51,0,0,0,0,0,0,0,0,0
2.5,50,0,0,0,0,0,0,0,0,0
2.51,49,0,0,0,0,0,0,0,0,0
2.52,48,0,0,0,0,0,0,0,0,0
2.53,47,0,0,0,0,0,0,0,0,0
2.54,46,0,0,0,0,0,0,0,0,0
2.55,45,0,0,0,0,0,0,0,0,0
2.56,44,0,0,0,0,0,0,0,0,0
2.57,43,0,0,0,0,0,0,0,0,0
2.58,42,0,0,0,0,0,0,0,0,0
2.59,41,0,0,0,0,0,0,0,0,0
2.6,40,0,0,0,0,0,0,0,0,0
2.61,39,0,0,0,0,0,0,0,0,0
2.62,38,0,0,0,0,0,0,0,0,0
2.63,37,0,0,0,0,0,0,0,0,0
2.64,36,0,0,0,0,0,0,0,0,0
2.65,35,0,0,0,0,0,0,0,0,0
2.66,34,0,0,0,0,0,0,0,0,0
2.67,33,0,0,0,0,0,0,0,0,0
2.68,32,0,0,0,0,0,0,0,0,0
2.69,31,0,0,0,0,0,0,0,0,0
2.7,30,0,0,0,0,0,0,0,0,0
2.71,29,0,0,0,0,0,0,0,0,0
2.72,28,0,0,0,0,0,0,0,0,0
2.73,27,0,0,0,0,0,0,0,0,0
2.74,26,0,0,0,0,0,0,0,0,0
2.75,25,0,0,0,0,0,0,0,0,0
2.76,24,0,0,0,0,0,0,0,0,0
2.77,23,0,0,0,0,0,0,0,0,0
2.78,22,0,0,0,0,0,0,0,0,0
2.79,21,0,0,0,0,0,0,0,0,0
2.8,20,0,0,0,0,0,0,0,0,0
2.81,19,0,0,0,0,0,0,0,0,0
2.82,18,0,0,0,0,0,0,0,0,0
2.83,17,0,0,0,0,0,0,0,0,0
2.84,16,0,0,0,0,0,0,0,0,0
2.85,15,0,0,0,0,0,0,0,0,0
2.86,14,0,0,0,0,0,0,0,0,0
2.87,13,0,0,0,0,0,0,0,0,0
2.88,12,0,0,0,0,0,0,0,0,0
2.89,11,0,0,0,0,0,0,0,0,0
2.9,10,0,0,0,0,0,0,0,0,0
2.91,9,0,0,0,0,0,0,0,0,0
2.92,8,0,0,0,0,0,0,0,0,0
2.93,7,0,0,0,0,0,0,0,0,0
2.94,6,0,0,0,0,0,0,0,0,0
2.95,5,0,0,0,0,0,0,0,0,0
2.96,4,0,0,0,0,0,0,0,0,0
2.97,3,0,0,0,0,0,0,0,0,0
2.98,2,0,0,0,0,0,0,0,0,0
2.99,1,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0
