#time[s],LED1,LED2,LED3,LED4,LED5,LED6,LED7,LED8,LED9,LED10
0.84,84,34,0,0,0,0,0,0,0,0
0.85,85,35,0,0,0,0,0,0,0,0
0.86,86,36,0,0,0,0,0,0,0,0
0.87,87,37,0,0,0,0,0,0,0,0
0.88,88,38,0,0,0,0,0,0,0,0
0.89,89,39,0,0,0,0,0,0,0,0
0.9,90,40,0,0,0,0,0,0,0,0
0.91,91,41,0,0,0,0,0,0,0,0
0.92,92,42,0,0,0,0,0,0,0,0
0.93,93,43,0,0,0,0,0,0,0,0
0.94,94,44,0,0,0,0,0,0,0,0
0.95,95,45,0,0,0,0,0,0,0,0
0.96,96,46,0,0,0,0,0,0,0,0
0.97,97,47,0,0,0,0,0,0,0,0
0.98,98,48,0,0,0,0,0,0,0,0
0.99,99,49,0,0,0,0,0,0,0,0
1,100,50,0,0,0,0,0,0,0,0
1.01,100,51,1,0,0,0,0,0,0,0
1.02,100,52,2,0,0,0,0,0,0,0
1.03,100,53,3,0,0,0,0,0,0,0
1.04,100,54,4,0,0,0,0,0,0,0
1.05,100,55,5,0,0,0,0,0,0,0
1.06,100,56,6,0,0,0,0,0,0,0
1.07,100,57,7,0,0,0,0,0,0,0
1.08,100,58,8,0,0,0,0,0,0,0
1.09,100,59,9,0,0,0,0,0,0,0
1.1,100,60,10,0,0,0,0,0,0,0
1.11,100,61,11,0,0,0,0,0,0,0
1.12,100,62,12,0,0,0,0,0,0,0
1.13,100,63,13,0,0,0,0,0,0,0
1.14,100,64,14,0,0,0,0,0,0,0
1.15,100,65,15,0,0,0,0,0,0,0
1.16,100,66,16,0,0,0,0,0,0,0
1.17,100,67,17,0,0,0,0,0,0,0
1.18,100,68,18,0,0,0,0,0,0,0
1.19,100,69,19,0,0,0,0,0,0,0
1.2,100,70,20,0,0,0,0,0,0,0
1.21,100,71,21,0,0,0,0,0,0,0
1.22,100,72,22,0,0,0,0,0,0,0
1.23,100,73,23,0,0,0,0,0,0,0
1.24,100,74,24,0,0,0,0,0,0,0
1.25,100,75,25,0,0,0,0,0,0,0
1.26,100,76,26,0,0,0,0,0,0,0
1.27,100,77,27,0,0,0,0,0,0,0
1.28,100,78,28,0,0,0,0,0,0,0
1.29,100,79,29,0,0,0,0,0,0,0
1.3,100,80,30,0,0,0,0,0,0,0
1.31,100,81,31,0,0,0,0,0,0,0
1.32,100,82,32,0,0,0,0,0,0,0
1.33,100,83,33,0,0,0,0,0,0,0
1.34,100,84,34,0,0,0,0,0,0,0
1.35,100,85,35,0,0,0,0,0,0,0
1.36,100,86,36,0,0,0,0,0,0,0
1.37,100,87,37,0,0,0,0,0,0,0
1.38,100,88,38,0,0,0,0,0,0,0
1.39,100,89,39,0,0,0,0,0,0,0
1.4,100,90,40,0,0,0,0,0,0,0
1.41,100,91,41,0,0,0,0,0,0,0
1.42,100,92,42,0,0,0,0,0,0,0
1.43,100,93,43,0,0,0,0,0,0,0
1.44,100,94,44,0,0,0,0,0,0,0
1.45,100,95,45,0,0,0,0,0,0,0
1.46,100,96,46,0,0,0,0,0,0,0
1.47,100,97,47,0,0,0,0,0,0,0
1.48,100,98,48,0,0,0,0,0,0,0
1.49,100,99,49,0,0,0,0,0,0,0
1.5,100,100,50,0,0,0,0,0,0,0
1.51,100,100,51,1,0,0,0,0,0,0
1.52,100,100,52,2,0,0,0,0,0,0
1.53,100,100,53,3,0,0,0,0,0,0
1.54,100,100,54,4,0,0,0,0,0,0
1.55,100,100,55,5,0,0,0,0,0,0
1.56,100,100,56,6,0,0,0,0,0,0
1.57,100,100,57,7,0,0,0,0,0,0
1.58,100,100,58,8,0,0,0,0,0,0
1.59,100,100,59,9,0,0,0,0,0,0
1.6,100,100,60,10,0,0,0,0,0,0
1.61,100,100,61,11,0,0,0,0,0,0
1.62,100,100,62,12,0,0,0,0,0,0
1.63,100,100,63,13,0,0,0,0,0,0
1.64,100,100,64,14,0,0,0,0,0,0
1.65,100,100,65,15,0,0,0,0,0,0
1.66,100,100,66,16,0,0,0,0,0,0
1.67,100,100,67,17,0,0,0,0,0,0
1.68,100,100,68,18,0,0,0,0,0,0
1.69,100,100,69,19,0,0,0,0,0,0
1.7,100,100,70,20,0,0,0,0,0,0
1.71,100,100,71,21,0,0,0,0,0,0
1.72,100,100,72,22,0,0,0,0,0,0
1.73,100,100,73,23,0,0,0,0,0,0
1.74,100,100,74,24,0,0,0,0,0,0
1.75,100,100,75,25,0,0,0,0,0,0
1.76,100,100,76,26,0,0,0,0,0,0
1.77,100,100,77,27,0,0,0,0,0,0
1.78,100,100,78,28,0,0,0,0,0,0
1.79,100,100,79,29,0,0,0,0,0,0
1.8,100,100,80,30,0,0,0,0,0,0
1.81,100,100,81,31,0,0,0,0,0,0
1.82,100,100,82,32,0,0,0,0,0,0
1.83,100,100,83,33,0,0,0,0,0,0
1.84,100,100,84,34,0,0,0,0,0,0
1.85,100,100,85,35,0,0,0,0,0,0
1.86,100,100,86,36,0,0,0,0,0,0
1.87,100,100,87,37,0,0,0,0,0,0
1.88,100,100,88,38,0,0,0,0,0,0
1.89,100,100,89,39,0,0,0,0,0,0
1.9,100,100,90,40,0,0,0,0,0,0
1.91,100,100,91,41,0,0,0,0,0,0
1.92,100,100,92,42,0,0,0,0,0,0
1.93,100,100,93,43,0,0,0,0,0,0
1.94,100,100,94,44,0,0,0,0,0,0
1.95,100,100,95,45,0,0,0,0,0,0
1.96,100,100,96,46,0,0,0,0,0,0
1.97,100,100,97,47,0,0,0,0,0,0
1.98,100,100,98,48,0,0,0,0,0,0
1.99,100,100,99,49,0,0,0,0,0,0
2,100,100,100,50,0,0,0,0,0,0
2.01,99,100,100,51,1,0,0,0,0,0
2.02,98,100,100,52,2,0,0,0,0,0
2.03,97,100,100,53,3,0,0,0,0,0
2.04,96,100,100,54,4,0,0,0,0,0
2.05,95,100,100,55,5,0,0,0,0,0
2.06,94,100,100,56,6,0,0,0,0,0
2.07,93,100,100,57,7,0,0,0,0,0
2.08,92,100,100,58,8,0,0,0,0,0
2.09,91,100,100,59,9,0,0,0,0,0
2.1,90,100,100,60,10,0,0,0,0,0
2.11,89,100,100,61,11,0,0,0,0,0
2.12,88,100,100,62,12,0,0,0,0,0
2.13,87,100,100,63,13,0,0,0,0,0
2.14,86,100,100,64,14,0,0,0,0,0
2.15,85,100,100,65,15,0,0,0,0,0
2.16,84,100,100,66,16,0,0,0,0,0
2.17,83,100,100,67,17,0,0,0,0,0
2.18,82,100,100,68,18,0,0,0,0,0
2.19,81,100,100,69,19,0,0,0,0,0
2.2,80,100,100,70,20,0,0,0,0,0
2.21,79,100,100,71,21,0,0,0,0,0
2.22,78,100,100,72,22,0,0,0,0,0
2.23,77,100,100,73,23,0,0,0,0,0
2.24,76,100,100,74,24,0,0,0,0,0
2.25,75,100,100,75,25,0,0,0,0,0
2.26,74,100,100,76,26,0,0,0,0,0
2.27,73,100,100,77,27,0,0,0,0,0
2.28,72,100,100,78,28,0,0,0,0,0
2.29,71,100,100,79,29,0,0,0,0,0
2.3,70,100,100,80,30,0,0,0,0,0
2.31,69,100,100,81,31,0,0,0,0,0
2.32,68,100,100,82,32,0,0,0,0,0
2.33,67,100,100,83,33,0,0,0,0,0
2.34,66,100,100,84,34,0,0,0,0,0
2.35,65,100,100,85,35,0,0,0,0,0
2.36,64,100,100,86,36,0,0,0,0,0
2.37,63,100,100,87,37,0,0,0,0,0
2.38,62,100,100,88,38,0,0,0,0,0
2.39,61,100,100,89,39,0,0,0,0,0
2.4,60,100,100,90,40,0,0,0,0,0
2.41,59,100,100,91,41,0,0,0,0,0
2.42,58,100,100,92,42,0,0,0,0,0
2.43,57,100,100,93,43,0,0,0,0,0
2.44,56,100,100,94,44,0,0,0,0,0
2.45,55,100,100,95,45,0,0,0,0,0
2.46,54,100,100,96,46,0,0,0,0,0
2.47,53,100,100,97,47,0,0,0,0,0
2.48,52,100,100,98,48,0,0,0,0,0
2.49,51,100,100,99,49,0,0,0,0,0
2.5,50,100,100,100,50,0,0,0,0,0
2.51,49,99,100,100,51,1,0,0,0,0
2.52,48,98,100,100,52,2,0,0,0,0
2.53,47,97,100,100,53,3,0,0,0,0
2.54,46,96,100,100,54,4,0,0,0,0
2.55,45,95,100,100,55,5,0,0,0,0
2.56,44,94,100,100,56,6,0,0,0,0
2.57,43,93,100,100,57,7,0,0,0,0
2.58,42,92,100,100,58,8,0,0,0,0
2.59,41,91,100,100,59,9,0,0,0,0
2.6,40,90,100,100,60,10,0,0,0,0
2.61,39,89,100,100,61,11,0,0,0,0
2.62,38,88,100,100,62,12,0,0,0,0
2.63,37,87,100,100,63,13,0,0,0,0
2.64,36,86,100,100,64,14,0,0,0,0
2.65,35,85,100,100,65,15,0,0,0,0
2.66,34,84,100,100,66,16,0,0,0,0
2.67,33,83,100,100,67,17,0,0,0,0
2.68,32,82,100,100,68,18,0,0,0,0
2.69,31,81,100,100,69,19,0,0,0,0
2.7,30,80,100,100,70,20,0,0,0,0
2.71,29,79,100,100,71,21,0,0,0,0
2.72,28,78,100,100,72,22,0,0,0,0
2.73,27,77,100,100,73,23,0,0,0,0
2.74,26,76,100,100,74,24,0,0,0,0
2.75,25,75,100,100,75,25,0,0,0,0
2.76,24,74,100,100,76,26,0,0,0,0
2.77,23,73,100,100,77,27,0,0,0,0
2.78,22,72,100,100,78,28,0,0,0,0
2.79,21,71,100,100,79,29,0,0,0,0
2.8,20,70,100,100,80,30,0,0,0,0
2.81,19,69,100,100,81,31,0,0,0,0
2.82,18,68,100,100,82,32,0,0,0,0
2.83,17,67,100,100,83,33,0,0,0,0
2.84,16,66,100,100,84,34,0,0,0,0
2.85,15,65,100,100,85,35,0,0,0,0
2.86,14,64,100,100,86,36,0,0,0,0
2.87,13,63,100,100,87,37,0,0,0,0
2.88,12,62,100,100,88,38,0,0,0,0
2.89,11,61,100,100,89,39,0,0,0,0
2.9,10,60,100,100,90,40,0,0,0,0
2.91,9,59,100,100,91,41,0,0,0,0
2.92,8,58,100,100,92,42,0,0,0,0
2.93,7,57,100,100,93,43,0,0,0,0
2.94,6,56,100,100,94,44,0,0,0,0
2.95,5,55,100,100,95,45,0,0,0,0
2.96,4,54,100,100,96,46,0,0,0,0
2.97,3,53,100,100,97,47,0,0,0,0
2.98,2,52,100,100,98,48,0,0,0,0
2.99,1,51,100,100,99,49,0,0,0,0
3,0,50,100,100,100,50,0,0,0,0
3.01,0,49,99,100,100,51,1,0,0,0
3.02,0,48,98,100,100,52,2,0,0,0
3.03,0,47,97,100,100,53,3,0,0,0
3.04,0,46,96,100,100,54,4,0,0,0
3.05,0,45,95,100,100,55,5,0,0,0
3.06,0,44,94,100,100,56,6,0,0,0
3.07,0,43,93,100,100,57,7,0,0,0
3.08,0,42,92,100,100,58,8,0,0,0
3.09,0,41,91,100,100,59,9,0,0,0
3.1,0,40,90,100,100,60,10,0,0,0
3.11,0,39,89,100,100,61,11,0,0,0
3.12,0,38,88,100,100,62,12,0,0,0
3.13,0,37,87,100,100,63,13,0,0,0
3.14,0,36,86,100,100,64,14,0,0,0
3.15,0,35,85,100,100,65,15,0,0,0
3.16,0,34,84,100,100,66,16,0,0,0
3.17,0,33,83,100,100,67,17,0,0,0
3.18,0,32,82,100,100,68,18,0,0,0
3.19,0,31,81,100,100,69,19,0,0,0
3.2,0,30,80,100,100,70,20,0,0,0
3.21,0,29,79,100,100,71,21,0,0,0
3.22,0,28,78,100,100,72,22,0,0,0
3.23,0,27,77,100,100,73,23,0,0,0
3.24,0,26,76,100,100,74,24,0,0,0
3.25,0,25,75,100,100,75,25,0,0,0
3.26,0,24,74,100,100,76,26,0,0,0
3.27,0,23,73,100,100,77,27,0,0,0
3.28,0,22,72,100,100,78,28,0,0,0
3.29,0,21,71,100,100,79,29,0,0,0
3.3,0,20,70,100,100,80,30,0,0,0
3.31,0,19,69,100,100,81,31,0,0,0
3.32,0,18,68,100,100,82,32,0,0,0
3.33,0,17,67,100,100,83,33,0,0,0
3.34,0,16,66,100,100,84,34,0,0,0
3.35,0,15,65,100,100,85,35,0,0,0
3.36,0,14,64,100,100,86,36,0,0,0
3.37,0,13,63,100,100,87,37,0,0,0
3.38,0,12,62,100,100,88,38,0,0,0
3.39,0,11,61,100,100,89,39,0,0,0
3.4,0,10,60,100,100,90,40,0,0,0
3.41,0,9,59,100,100,91,41,0,0,0
3.42,0,8,58,100,100,92,42,0,0,0
3.43,0,7,57,100,100,93,43,0,0,0
3.44,0,6,56,100,100,94,44,0,0,0
3.45,0,5,55,100,100,95,45,0,0,0
3.46,0,4,54,100,100,96,46,0,0,0
3.47,0,3,53,100,100,97,47,0,0,0
3.48,0,2,52,100,100,98,48,0,0,0
3.49,0,1,51,100,100,99,49,0,0,0
3.5,0,0,50,100,100,100,50,0,0,0
3.51,0,0,49,99,100,100,51,1,0,0
3.52,0,0,48,98,100,100,52,2,0,0
3.53,0,0,47,97,100,100,53,3,0,0
3.54,0,0,46,96,100,100,54,4,0,0
3.55,0,0,45,95,100,100,55,5,0,0
3.56,0,0,44,94,100,100,56,6,0,0
3.57,0,0,43,93,100,100,57,7,0,0
3.58,0,0,42,92,100,100,58,8,0,0
3.59,0,0,41,91,100,100,59,9,0,0
3.6,0,0,40,90,100,100,60,10,0,0
3.61,0,0,39,89,100,100,61,11,0,0
3.62,0,0,38,88,100,100,62,12,0,0
3.63,0,0,37,87,100,100,63,13,0,0
3.64,0,0,36,86,100,100,64,14,0,0
3.65,0,0,35,85,100,100,65,15,0,0
3.66,0,0,34,84,100,100,66,16,0,0
3.67,0,0,33,83,100,100,67,17,0,0
3.68,0,0,32,82,100,100,68,18,0,0
3.69,0,0,31,81,100,100,69,19,0,0
3.7,0,0,30,80,100,100,70,20,0,0
3.71,0,0,29,79,100,100,71,21,0,0
3.72,0,0,28,78,100,100,72,22,0,0
3.73,0,0,27,77,100,100,73,23,0,0
3.74,0,0,26,76,100,100,74,24,0,0
3.75,0,0,25,75,100,100,75,25,0,0
3.76,0,0,24,74,100,100,76,26,0,0
3.77,0,0,23,73,100,100,77,27,0,0
3.78,0,0,22,72,100,100,78,28,0,0
3.79,0,0,21,71,100,100,79,29,0,0
3.8,0,0,20,70,100,100,80,30,0,0
3.81,0,0,19,69,100,100,81,31,0,0
3.82,0,0,18,68,100,100,82,32,0,0
3.83,0,0,17,67,100,100,83,33,0,0
3.84,0,0,16,66,100,100,84,34,0,0
3.85,0,0,15,65,100,100,85,35,0,0
3.86,0,0,14,64,100,100,86,36,0,0
3.87,0,0,13,63,100,100,87,37,0,0
3.88,0,0,12,62,100,100,88,38,0,0
3.89,0,0,11,61,100,100,89,39,0,0
3.9,0,0,10,60,100,100,90,40,0,0
3.91,0,0,9,59,100,100,91,41,0,0
3.92,0,0,8,58,100,100,92,42,0,0
3.93,0,0,7,57,100,100,93,43,0,0
3.94,0,0,6,56,100,100,94,44,0,0
3.95,0,0,5,55,100,100,95,45,0,0
3.96,0,0,4,54,100,100,96,46,0,0
3.97,0,0,3,53,100,100,97,47,0,0
3.98,0,0,2,52,100,100,98,48,0,0
3.99,0,0,1,51,100,100,99,49,0,0
4,0,0,0,50,100,100,100,50,0,0
4.01,0,0,0,49,99,100,100,51,1,0
4.02,0,0,0,48,98,100,100,52,2,0
4.03,0,0,0,47,97,100,100,53,3,0
4.04,0,0,0,46,96,100,100,54,4,0
4.05,0,0,0,45,95,100,100,55,5,0
4.06,0,0,0,44,94,100,100,56,6,0
4.07,0,0,0,43,93,100,100,57,7,0
4.08,0,0,0,42,92,100,100,58,8,0
4.09,0,0,0,41,91,100,100,59,9,0
4.1,0,0,0,40,90,100,100,60,10,0
4.11,0,0,0,39,89,100,100,61,11,0
4.12,0,0,0,38,88,100,100,62,12,0
4.13,0,0,0,37,87,100,100,63,13,0
4.14,0,0,0,36,86,100,100,64,14,0
4.15,0,0,0,35,85,100,100,65,15,0
4.16,0,0,0,34,84,100,100,66,16,0
4.17,0,0,0,33,83,100,100,67,17,0
4.18,0,0,0,32,82,100,100,68,18,0
4.19,0,0,0,31,81,100,100,69,19,0
4.2,0,0,0,30,80,100,100,70,20,0
4.21,0,0,0,29,79,100,100,71,21,0
4.22,0,0,0,28,78,100,100,72,22,0
4.23,0,0,0,27,77,100,100,73,23,0
4.24,0,0,0,26,76,100,100,74,24,0
4.25,0,0,0,25,75,100,100,75,25,0
4.26,0,0,0,24,74,100,100,76,26,0
4.27,0,0,0,23,73,100,100,77,27,0
4.28,0,0,0,22,72,100,100,78,28,0
4.29,0,0,0,21,71,100,100,79,29,0
4.3,0,0,0,20,70,100,100,80,30,0
4.31,0,0,0,19,69,100,100,81,31,0
4.32,0,0,0,18,68,100,100,82,32,0
4.33,0,0,0,17,67,100,100,83,33,0
4.34,0,0,0,16,66,100,100,84,34,0
4.35,0,0,0,15,65,100,100,85,35,0
4.36,0,0,0,14,64,100,100,86,36,0
4.37,0,0,0,13,63,100,100,87,37,0
4.38,0,0,0,12,62,100,100,88,38,0
4.39,0,0,0,11,61,100,100,89,39,0
4.4,0,0,0,10,60,100,100,90,40,0
4.41,0,0,0,9,59,100,100,91,41,0
4.42,0,0,0,8,58,100,100,92,42,0
4.43,0,0,0,7,57,100,100,93,43,0
4.44,0,0,0,6,56,100,100,94,44,0
4.45,0,0,0,5,55,100,100,95,45,0
4.46,0,0,0,4,54,100,100,96,46,0
4.47,0,0,0,3,53,100,100,97,47,0
4.48,0,0,0,2,52,100,100,98,48,0
4.49,0,0,0,1,51,100,100,99,49,0
4.5,0,0,0,0,50,100,100,100,50,0
4.51,0,0,0,0,49,99,100,100,51,0
4.52,0,0,0,0,48,98,100,100,52,0
4.53,0,0,0,0,47,97,100,100,53,0
4.54,0,0,0,0,46,96,100,100,54,0
4.55,0,0,0,0,45,95,100,100,55,0
4.56,0,0,0,0,44,94,100,100,56,0
4.57,0,0,0,0,43,93,100,100,57,0
4.58,0,0,0,0,42,92,100,100,58,0
4.59,0,0,0,0,41,91,100,100,59,0
4.6,0,0,0,0,40,90,100,100,60,0
4.61,0,0,0,0,39,89,100,100,61,0
4.62,0,0,0,0,38,88,100,100,62,0
4.63,0,0,0,0,37,87,100,100,63,0
4.64,0,0,0,0,36,86,100,100,64,0
4.65,0,0,0,0,35,85,100,100,65,0
4.66,0,0,0,0,34,84,100,100,66,0
4.67,0,0,0,0,33,83,100,100,67,0
4.68,0,0,0,0,32,82,100,100,68,0
4.69,0,0,0,0,31,81,100,100,69,0
4.7,0,0,0,0,30,80,100,100,70,0
4.71,0,0,0,0,29,79,100,100,71,0
4.72,0,0,0,0,28,78,100,100,72,0
4.73,0,0,0,0,27,77,100,100,73,0
4.74,0,0,0,0,26,76,100,100,74,0
4.75,0,0,0,0,25,75,100,100,75,0
4.76,0,0,0,0,24,74,100,100,76,0
4.77,0,0,0,0,23,73,100,100,77,0
4.78,0,0,0,0,22,72,100,100,78,0
4.79,0,0,0,0,21,71,100,100,79,0
4.8,0,0,0,0,20,70,100,100,80,0
4.81,0,0,0,0,19,69,100,100,81,0
4.82,0,0,0,0,18,68,100,100,82,0
4.83,0,0,0,0,17,67,100,100,83,0
4.84,0,0,0,0,16,66,100,100,84,0
4.85,0,0,0,0,15,65,100,100,85,0
4.86,0,0,0,0,14,64,100,100,86,0
4.87,0,0,0,0,13,63,100,100,87,0
4.88,0,0,0,0,12,62,100,100,88,0
4.89,0,0,0,0,11,61,100,100,89,0
4.9,0,0,0,0,10,60,100,100,90,0
4.91,0,0,0,0,9,59,100,100,91,0
4.92,0,0,0,0,8,58,100,100,92,0
4.93,0,0,0,0,7,57,100,100,93,0
4.94,0,0,0,0,6,56,100,100,94,0
4.95,0,0,0,0,5,55,100,100,95,0
4.96,0,0,0,0,4,54,100,100,96,0
4.97,0,0,0,0,3,53,100,100,97,0
4.98,0,0,0,0,2,52,100,100,98,0
4.99,0,0,0,0,1,51,100,100,99,0
5,0,0,0,0,0,50,100,100,100,0
5.01,0,0,0,0,0,49,99,100,100,0
5.02,0,0,0,0,0,48,98,100,100,0
5.03,0,0,0,0,0,47,97,100,100,0
5.04,0,0,0,0,0,46,96,100,100,0
5.05,0,0,0,0,0,45,95,100,100,0
5.06,0,0,0,0,0,44,94,100,100,0
5.07,0,0,0,0,0,43,93,100,100,0
5.08,0,0,0,0,0,42,92,100,100,0
5.09,0,0,0,0,0,41,91,100,100,0
5.1,0,0,0,0,0,40,90,100,100,0
5.11,0,0,0,0,0,39,89,100,100,0
5.12,0,0,0,0,0,38,88,100,100,0
5.13,0,0,0,0,0,37,87,100,100,0
5.14,0,0,0,0,0,36,86,100,100,0
5.15,0,0,0,0,0,35,85,100,100,0
5.16,0,0,0,0,0,34,84,100,100,0
5.17,0,0,0,0,0,33,83,100,100,0
5.18,0,0,0,0,0,32,82,100,100,0
5.19,0,0,0,0,0,31,81,100,100,0
5.2,0,0,0,0,0,30,80,100,100,0
5.21,0,0,0,0,0,29,79,100,100,0
5.22,0,0,0,0,0,28,78,100,100,0
5.23,0,0,0,0,0,27,77,100,100,0
5.24,0,0,0,0,0,26,76,100,100,0
5.25,0,0,0,0,0,25,75,100,100,0
5.26,0,0,0,0,0,24,74,100,100,0
5.27,0,0,0,0,0,23,73,100,100,0
5.28,0,0,0,0,0,22,72,100,100,0
5.29,0,0,0,0,0,21,71,100,100,0
5.3,0,0,0,0,0,20,70,100,100,0
5.31,0,0,0,0,0,19,69,100,100,0
5.32,0,0,0,0,0,18,68,100,100,0
5.33,0,0,0,0,0,17,67,100,100,0
5.34,0,0,0,0,0,16,66,100,100,0
5.35,0,0,0,0,0,15,65,100,100,0
5.36,0,0,0,0,0,14,64,100,100,0
5.37,0,0,0,0,0,13,63,100,100,0
5.38,0,0,0,0,0,12,62,100,100,0
5.39,0,0,0,0,0,11,61,100,100,0
5.4,0,0,0,0,0,10,60,100,100,0
5.41,0,0,0,0,0,9,59,100,100,0
5.42,0,0,0,0,0,8,58,100,100,0
5.43,0,0,0,0,0,7,57,100,100,0
5.44,0,0,0,0,0,6,56,100,100,0
5.45,0,0,0,0,0,5,55,100,100,0
5.46,0,0,0,0,0,4,54,100,100,0
5.47,0,0,0,0,0,3,53,100,100,0
5.48,0,0,0,0,0,2,52,100,100,0
5.49,0,0,0,0,0,1,51,100,100,0
5.5,0,0,0,0,0,0,50,100,100,0
5.51,0,0,0,0,0,0,49,99,100,0
5.52,0,0,0,0,0,0,48,98,100,0
5.53,0,0,0,0,0,0,47,97,100,0
5.54,0,0,0,0,0,0,46,96,100,0
5.55,0,0,0,0,0,0,45,95,100,0
5.56,0,0,0,0,0,0,44,94,100,0
5.57,0,0,0,0,0,0,43,93,100,0
5.58,0,0,0,0,0,0,42,92,100,0
5.59,0,0,0,0,0,0,41,91,100,0
5.6,0,0,0,0,0,0,40,90,100,0
5.61,0,0,0,0,0,0,39,89,100,0
5.62,0,0,0,0,0,0,38,88,100,0
5.63,0,0,0,0,0,0,37,87,100,0
5.64,0,0,0,0,0,0,36,86,100,0
5.65,0,0,0,0,0,0,35,85,100,0
5.66,0,0,0,0,0,0,34,84,100,0
5.67,0,0,0,0,0,0,33,83,100,0
5.68,0,0,0,0,0,0,32,82,100,0
5.69,0,0,0,0,0,0,31,81,100,0
5.7,0,0,0,0,0,0,30,80,100,0
5.71,0,0,0,0,0,0,29,79,100,0
5.72,0,0,0,0,0,0,28,78,100,0
5.73,0,0,0,0,0,0,27,77,100,0
5.74,0,0,0,0,0,0,26,76,100,0
5.75,0,0,0,0,0,0,25,75,100,0
5.76,0,0,0,0,0,0,24,74,100,0
5.77,0,0,0,0,0,0,23,73,100,0
5.78,0,0,0,0,0,0,22,72,100,0
5.79,0,0,0,0,0,0,21,71,100,0
